Repo Name,Repo ID,Type,Action,User Type,Merged,State,Changed Files,Deletions,Additions,Review Comments,Author Association,Star Score,Follower Score,Community Score
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,8,6,71,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,8,6,71,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,30,1603,95,1,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,30,1603,95,1,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,24,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,24,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,0,4,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,0,4,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,36,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,36,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,3,4,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,3,4,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,7,13,5,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,7,13,5,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,81,0,3092,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,81,0,3092,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,1,17,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,1,17,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,3,3,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,3,3,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,3,34,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,3,34,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,21,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,21,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,17,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,17,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,36,72,1048,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,36,72,1048,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,42,323,2121,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,42,323,2121,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,11,96,68,1,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,1,95,17,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,1,95,17,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,49,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,49,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,created,User,,open,,,,,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,created,User,,open,,,,,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,created,User,,open,,,,,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,created,User,,open,,,,,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,7,14,52,2,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,7,14,52,2,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,13,51,121,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,13,51,121,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,created,User,,open,,,,,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,21,48,141,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,16,19,136,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,16,19,136,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,5,7,129,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,32,122,758,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,32,122,758,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,2,3,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,2,3,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,1,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,1,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,2,6,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,2,6,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,5,7,124,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,5,7,124,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestReviewEvent,opened,User,False,open,1,0,4,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,1,0,34,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,1,0,34,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,False,closed,1,0,34,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,False,closed,1,0,34,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestReviewEvent,closed,User,True,closed,1,0,4,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,False,closed,5,7,124,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,False,closed,5,7,124,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,220,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,220,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestReviewEvent,opened,Bot,False,open,2,13637,19216,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestReviewEvent,closed,User,True,closed,2,1,7,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestReviewEvent,closed,User,True,closed,2,1,7,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,15,35,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,15,35,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,4,4,4,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,4,4,4,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,2,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,2,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,6,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,6,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,5,4,52,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,5,4,52,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,6,69,195,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,6,69,195,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,8,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,8,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,6,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,6,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,5,1,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,5,1,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,3,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,3,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,8,99,138,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,8,99,138,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,2,1,7,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,2,1,7,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,4,5,13,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,4,5,13,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,5,441,58,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,5,441,58,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,6,4,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,6,4,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,4,10,45,2,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,4,51,95,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,51,8,31652,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,51,8,31652,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,1,31,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,1,31,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,0,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,0,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,5,6,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,5,6,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,1,0,3,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,1,0,3,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,8,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,8,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,1,12,6,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,1,12,6,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,203,39893,0,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,203,39893,0,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,14,3,663,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,14,3,663,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,created,User,,open,,,,,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,created,User,,open,,,,,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,16,11733,25217,4,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,16,11733,25217,4,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,10,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,10,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,2,2,2,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,30,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,30,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,6,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,6,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,1,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,1,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,4,3,31,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,4,3,31,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,2,4,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,2,4,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,7,7,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,7,7,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,4,0,85,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,4,0,85,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,False,closed,1,0,4,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,False,closed,1,0,4,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,6,6,77,7,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,6,6,77,7,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,4,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,4,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,2,29,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,2,29,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,37,84,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,37,84,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,14,388,35,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,14,388,35,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,12,17,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,12,17,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,22,371,1284,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,22,371,1284,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,1,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,30,46,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,3,30,46,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,1,2,2,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,6,24,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,6,24,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,11,0,1479,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,11,0,1479,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,5,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,5,0,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,4,0,45,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,4,0,45,0,OWNER,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,5,6,106,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,opened,User,False,open,5,6,106,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,14,22,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,2,14,22,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,5,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,1,5,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,5,16,22,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,5,16,22,0,COLLABORATOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,2,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,2,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,5,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,True,closed,1,0,5,0,CONTRIBUTOR,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,False,closed,0,0,0,13,NONE,5506,56,6
Shaunwei/RealChar,658949840,PullRequestEvent,closed,User,False,closed,0,0,0,13,NONE,5506,56,6
